"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZHAWTV94","journalArticle","2015","Roberts, Kim P.; Brubacher, Sonja P.; Drohan-Jennings, Donna; Glisic, Una; Powell, Martine B.; Friedman, William J.","Developmental Differences in the Ability to Provide Temporal Information About Repeated Events","Applied Cognitive Psychology","","1099-0720","10.1002/acp.3118","https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.3118","Children (n = 372) aged 4–8 years participated in one or four occurrences of a similar event and were interviewed 1 week later. Compared with 85% of children who participated once, less than 25% with repeated experience gave the exact number of times they participated, although all knew they participated more than once. Children with repeated experience were asked additional temporal questions, and there were clear developmental differences. Older children were more able than younger children to judge relative order and temporal position of the four occurrences. They also demonstrated improved temporal memory for the first and last relative to the middle occurrences, while younger children did so only for the first. This is the first systematic demonstration of children's memory for temporal information after a repeated event. We discuss implications for theories of temporal memory development and the practical implications of asking children to provide temporal information. Copyright © 2015 John Wiley & Sons, Ltd.","2015","2022-06-02 17:12:37","2022-06-02 17:12:37","2022-06-02 17:12:37","407-417","","3","29","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/acp.3118","","C:\Users\uyenn\Zotero\storage\R3EYEE33\Roberts et al. - 2015 - Developmental Differences in the Ability to Provid.pdf; C:\Users\uyenn\Zotero\storage\7RDX2WVV\acp.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6DDPZVE","journalArticle","2016","Gross, Julien; Gardiner, Beatrix; Hayne, Harlene","Developmental reversals in recognition memory in children and adults","Developmental Psychobiology","","1098-2302","10.1002/dev.21344","https://onlinelibrary.wiley.com/doi/abs/10.1002/dev.21344","Older members of a given species typically exhibit superior learning and memory abilities relative to younger members, however, the developmental difference does not always occur in this younger-to-older direction. Developmental reversals are thought to reflect adaptive responses to the unique challenges imposed by the infant's niche. In humans, identification of developmental reversals has largely been precluded because infants, children, and adults are rarely tested using the same experimental procedures. Here, we adapted the visual recognition memory task and tested 3-year-olds and adults using one set of child-oriented stimuli and one set of adult-orientated stimuli. When tested immediately, children and adults exhibited recognition memory for both stimuli. When tested after a 1-week delay, children exhibited recognition memory for the child-oriented stimuli, but not for the adult-oriented stimuli and adults exhibited recognition memory for the adult-oriented stimuli, but not for the child-oriented stimuli. These data have important implications for current theories of memory development. © 2015 Wiley Periodicals, Inc. Dev Psychobiol 58:52–59, 2016.","2016","2022-06-02 17:13:48","2022-06-02 17:13:48","2022-06-02 17:13:48","52-59","","1","58","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/dev.21344","","C:\Users\uyenn\Zotero\storage\7FMSPQDV\Gross et al. - 2016 - Developmental reversals in recognition memory in c.pdf; C:\Users\uyenn\Zotero\storage\8FEDGDIJ\dev.html","","","children; adults; developmental reversals; humans; stimulus type; visual recognition memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MEWBPXT","journalArticle","2013","Otgaar, Henry; Howe, Mark L.; Peters, Maarten; Sauerland, Melanie; Raymaekers, Linsey","Developmental Trends in Different Types of Spontaneous False Memories: Implications for the Legal Field","Behavioral Sciences & the Law","","1099-0798","10.1002/bsl.2076","https://onlinelibrary.wiley.com/doi/abs/10.1002/bsl.2076","In an emerging area of memory research, it is becoming apparent that one particular type of false memory, called spontaneous false memory, follows a developmental trajectory that is the opposite of what is commonly assumed in false memory research – that is, spontaneous false memories are more likely to occur in adults than in children. The present study focused on developmental trends of different types of spontaneous false memories. Specifically, in the current study, 6–8 year-olds, 10–12 year-olds, and adults were presented with two methods to induce spontaneous false memories: (i) semantically related word lists that are commonly used to evoke spontaneous false memories [i.e, Deese–Roediger–McDermott (DRM) paradigm]; and (ii) a video in which related details were not shown but were presented during a recognition task. The results showed that children were more likely to form false memories than adults in the video false memory paradigm, whereas DRM false memories were more evident in adults than in children. Furthermore, we found that on a general level, DRM false memories were positively related to video spontaneous false memories. We explain that stimuli that contain obvious themes attenuate or even reverse developmental trends in spontaneous false memories. Copyright © 2013 John Wiley & Sons, Ltd.","2013","2022-06-02 17:15:17","2022-06-02 17:15:17","2022-06-02 17:15:17","666-682","","5","31","","","Developmental Trends in Different Types of Spontaneous False Memories","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/bsl.2076","","C:\Users\uyenn\Zotero\storage\UIJUPMYC\Otgaar et al. - 2013 - Developmental Trends in Different Types of Spontan.pdf; C:\Users\uyenn\Zotero\storage\D3ZA2JJ2\bsl.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMR48E2E","journalArticle","2011","Ghetti, Simona; Mirandola, Chiara; Angelini, Laura; Cornoldi, Cesare; Ciaramelli, Elisa","Development of Subjective Recollection: Understanding of and Introspection on Memory States","Child Development","","1467-8624","10.1111/j.1467-8624.2011.01645.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8624.2011.01645.x","The development of subjective recollection was investigated in participants aged 6–18 years. In Experiment 1 (N = 90), age-related improvements were found in understanding of the subjective experience of recollection, although robust levels of understanding were observed even in the youngest group. In Experiment 2 (N = 100), age-related differences were found in subjective recollection during a memory task, suggesting development not only in the ability to reflect on memory states, but also in the informational basis of subjective recollection. Lower understanding of memory states was associated with increased propensity to claim recollection. These results indicate that subjective recollection develops considerably during childhood and suggest that the development of metamemory supports this capacity.","2011","2022-06-02 17:16:35","2022-06-02 17:16:35","2022-06-02 17:16:35","1954-1969","","6","82","","","Development of Subjective Recollection","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8624.2011.01645.x","","C:\Users\uyenn\Zotero\storage\QPPDRT5L\Ghetti et al. - 2011 - Development of Subjective Recollection Understand.pdf; C:\Users\uyenn\Zotero\storage\YJ4XYXXM\j.1467-8624.2011.01645.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7B66K452","journalArticle","2005","Friedman, William J.; Lyon, Thomas D.","Development of Temporal-Reconstructive Abilities","Child Development","","1467-8624","10.1111/j.1467-8624.2005.00844.x-i1","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8624.2005.00844.x-i1","In a study of the ability to reconstruct the times of past events, 86 children from 4 to 13 years recalled the times of 2 in-class demonstrations that had occurred 3 months earlier and judged the times of hypothetical events. Many of the abilities needed to reconstruct the times of events were present by 6 years, including the capacity to interpret many temporally relevant cues, but there were substantial changes well into middle childhood in the availability of temporally useful episodic information. Children were poor at remembering the events' proximity or order with respect to a major holiday, but the order of the 2 target events was well recalled by 6 years.","2005","2022-06-02 17:17:31","2022-06-02 17:17:31","2022-06-02 17:17:31","1202-1216","","6","76","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-8624.2005.00844.x-i1","","C:\Users\uyenn\Zotero\storage\2JZEPX7M\Friedman and Lyon - 2005 - Development of Temporal-Reconstructive Abilities.pdf; C:\Users\uyenn\Zotero\storage\KDJC77B2\j.1467-8624.2005.00844.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95SNRHF5","journalArticle","1987","Foley, Mary Ann; Aman, Christine; Gutch, Denise","Discriminating between action memories: Children's use of kinesthetic cues and visible consequences","Journal of Experimental Child Psychology","","0022-0965","10.1016/0022-0965(87)90038-5","https://www.sciencedirect.com/science/article/pii/0022096587900385","The present experiments examined the sorts of cues that might be available to facilitate children's ability to discriminate between memories for their own actions. In Experiment 1, 7 and 10 year olds engaged in two types of tracing exercises (using a pencil and a finger; a stylus and a finger; or a stylus and a pencil). Discrimination performance was better when distinguishing between memories involving the use of a pencil vs. a finger than in either of the other two cases. In Experiment 2, children traced and imagined tracing pictures using one of these three tools. Discriminations between memories for tracing and imagined tracing varied with the type of tool involved and interacted with the type of tracing activity (tracing vs. imagining). These differences in discrimination performance demonstrated the importance of kinesthetic cues and visible consequences for children's memory discriminations.","1987-12-01","2022-06-02 17:19:26","2022-06-02 17:19:26","2022-06-02 17:19:26","335-347","","3","44","","Journal of Experimental Child Psychology","Discriminating between action memories","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\uyenn\Zotero\storage\VZ3XKLTQ\0022096587900385.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5H3HPU3W","journalArticle","1993","Gordon, Betty N.; Ornstein, Peter A.; Nida, Robert E.; Follmer, Andrea; Crenshaw, M. Cristine; Albert, Gabrielle","Does the use of dolls facilitate children's memory of visits to the doctor?","Applied Cognitive Psychology","","1099-0720","10.1002/acp.2350070602","https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.2350070602","Age differences in children's recall of salient experiences have frequently been documented, but these findings have routinely been based on studies in which verbal interviews have been employed. Because verbal interview protocols may underestimate the memory of young children, the purpose of this research was to compare the effectiveness of such an interview with two alternative protocols that involved the use of a doll. Using these contrasting protocols, 3-and 5-year-old children were asked to remember the details of a routine physical examination. Neither doll protocol facilitated 3-year-olds' recall of the features of the check-up. In contrast, 5-year-olds who were asked to demonstrate with a doll what happened in their examination showed enhanced recall. The inclusion of a doll had no effect on older or younger children's provision of elaborative detail about their visits to the doctor. Various measures of individual differences (e. g. temperament, language skill) predicted some aspects of the children's recall and elaboration. The findings are discussed in terms of the cognitive skills necessary for effective use of dolls in the assessment process, and are related to problems associated with interviewing young children who are involved in legal proceedings.","1993","2022-06-02 17:20:20","2022-06-02 17:20:20","2022-06-02 17:20:20","459-474","","6","7","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/acp.2350070602","","C:\Users\uyenn\Zotero\storage\9MYW3RSA\Gordon et al. - 1993 - Does the use of dolls facilitate children's memory.pdf; C:\Users\uyenn\Zotero\storage\ZS9DAN7B\acp.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPZV2643","journalArticle","2013","Schröder, Lisa; Keller, Heidi; Kärtner, Joscha; Kleis, Astrid; Abels, Monika; Yovsi, Relindis D.; Chaudhary, Nandita; Jensen, Henning; Papaligoura, Zaira","Early Reminiscing in Cultural Contexts: Cultural Models, Maternal Reminiscing Styles, and Children's Memories","Journal of Cognition and Development","","1524-8372","10.1080/15248372.2011.638690","https://doi.org/10.1080/15248372.2011.638690","The present study examined conversations of 164 mothers from seven different cultural contexts when reminiscing with their 3-year-old children. We chose samples based on their sociodemographic profiles, which represented three different cultural models: (1) autonomy (urban middle-class families from Western societies), (2) relatedness (rural farming families from non-Western societies), and (3) autonomy-relatedness (urban middle-class families from non-Western societies). The results showed that mothers from the autonomous contexts predominantly adopted an elaborative-evaluative reminiscing style (variable-oriented approach) and pattern (person-oriented approach). Mothers from the relational contexts mainly adopted a repetitive reminiscing style and pattern. There was greater heterogeneity for style variables among mothers from autonomous-relational contexts; in addition, the person-oriented approach revealed that the majority of mothers from autonomous-relational contexts showed hybrid style patterns. Thus, the cultural models, and their respective orientations towards autonomy and relatedness, were reflected in the way mothers reminisced with their children. The children's provision of memory elaborations was high in the autonomous contexts, low in the relational contexts, and moderate in the autonomous-relational contexts. Across contexts, maternal evaluations prompted children to contribute memory elaborations. Maternal elaborations were an additional predictor for children's memory, but only for families from the relational cultural model.","2013-01-01","2022-06-02 17:21:11","2022-06-02 17:21:11","2022-06-02 17:21:11","10-34","","1","14","","","Early Reminiscing in Cultural Contexts","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/15248372.2011.638690","","C:\Users\uyenn\Zotero\storage\RYG9ZSYY\15248372.2011.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESQ3N3KC","journalArticle","1995","Perner, J.; Ruffman, T.","Episodic Memory and Autonoetic Conciousness: Developmental Evidence and a Theory of Childhood Amnesia","Journal of Experimental Child Psychology","","0022-0965","10.1006/jecp.1995.1024","https://www.sciencedirect.com/science/article/pii/S0022096585710247","This research draws together Tulving′s (1985) view on episodic memory and research on children′s developing ""theory of mind."" Episodic memory, in its technical meaning given by Tulving, requires the autonoetic consciousness of having experienced remembered events, but developmental findings suggest that children cannot encode events as experienced before the age of about 4 or 5 years. Before this age they have insufficient understanding of what constitutes experience, specifically they do not reflect on the perceptual origin of their own knowledge. To demonstrate such a link children between 3 and 6 years were assessed for their understanding of the perceptual origin of their own knowledge on different ""see-know tests,"" in particular a test assessing understanding that our senses inform only about certain aspects of the perceived objects. A significant association was found between passing see-know tests and free recall, which persisted even when cued recall and verbal intelligence are partialed out. These results are used to argue that between 3 to 6 years children develop the ability to remember events as experienced and that this development can explain adults′ inability to have recollective experiences of childhood events before that age (childhood amnesia).","1995-06-01","2022-06-02 17:22:32","2022-06-02 17:22:32","2022-06-02 17:22:32","516-548","","3","59","","Journal of Experimental Child Psychology","Episodic Memory and Autonoetic Conciousness","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\uyenn\Zotero\storage\WY2UCKRD\S0022096585710247.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WPUQ6EX","journalArticle","2016","Robey, Alison; Riggins, Tracy","Event-related potential study of intentional and incidental retrieval of item and source memory during early childhood","Developmental Psychobiology","","1098-2302","10.1002/dev.21401","https://onlinelibrary.wiley.com/doi/abs/10.1002/dev.21401","The event related potential (ERP) technique is a useful methodology for studying neural changes underlying memory development during childhood. However, systematic comparisons of differences in memory tasks and retrieval demands are lacking. To address this gap, the present study explored the effects of memory task (i.e., item versus source) and retrieval paradigm (i.e., intentional versus incidental) on 4- to 5-year-old children's memory performance and associated electrophysiological responses. Children were familiarized with items in a play-like setting and then asked to retrieve item or source memory details while their brain activity was recorded (intentional retrieval) or while they passively viewed images of the items with no explicit task (incidental retrieval). Memory assessments for the incidental groups followed ERP recording. Analyses of the ERP data suggested that the brain's response during intentional retrieval of source information differed from the other three conditions. These results are discussed within a two-component framework of memory development (e.g., Shing et al., 2010), and implications for future methodological decisions are presented. © 2016 Wiley Periodicals, Inc. Dev Psychobiol 58: 556–567, 2016.","2016","2022-06-02 17:23:57","2022-06-02 17:23:57","2022-06-02 17:23:57","556-567","","5","58","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/dev.21401","","C:\Users\uyenn\Zotero\storage\N33TVRQL\Robey and Riggins - 2016 - Event-related potential study of intentional and i.pdf; C:\Users\uyenn\Zotero\storage\7RK3S92G\dev.html","","","event related potentials; incidental retrieval; intentional retrieval; item memory; source memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGCRL64C","journalArticle","2004","Dewhurst, Stephen A.; Robinson, Claire A.","False Memories in Children: Evidence for a Shift from Phonological to Semantic Associations","Psychological Science","","0956-7976","10.1111/j.0956-7976.2004.00756.x","https://journals.sagepub.com/doi/abs/10.1111/j.0956-7976.2004.00756.x","Memory illusions in children of three age groups (5-, 8-, and 11-year-olds) were investigated using a modified version of the Deese-Roediger-McDermott (DRM) procedure. Children from each age group falsely recalled nonpresented items related to the study lists. However, the nature of the intrusions varied across the different groups. The 5-year-olds were more likely to falsely recall words that rhymed with the studied items than to recall unrelated items, whereas the 11-year-olds were more likely to falsely recall words that were semantically related to the list theme than to produce either rhyming or unrelated intrusions. Intrusions made by the 8-year-olds were equally likely to be semantic, rhyming, or unrelated to study items. The results are consistent with the notion of a developmental shift from phonological to semantic associations, leading to qualitatively different memory distortions in children of different ages.","2004-11-01","2022-06-02 17:25:18","2022-06-02 17:25:18","2022-06-02 17:25:18","782-786","","11","15","","Psychol Sci","False Memories in Children","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","C:\Users\uyenn\Zotero\storage\MGUNWXBX\Dewhurst and Robinson - 2004 - False Memories in Children Evidence for a Shift f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URIFW7Q2","bookSection","2009","Schneider, Wolfgang; Knopf, Monika; Sodian, Beate","Verbal memory development from early childhood to early adulthood","Human development from early childhood to early adulthood: Findings from a 20 year longitudinal study","978-0-8058-6108-2 978-0-8058-6107-5 978-0-203-88854-4","","","","This chapter is from the book ""Human Development from Early Childhood to Early Adulthood: Findings from a 20 Year Longitudinal Study"" (see record 2008-10321-000), which discusses the findings of the Munich Longitudinal Study on the Ontogenesis of Individual Competencies (LOGIC), a 20 year longitudinal study of human development from early childhood to early adulthood. The chapter discusses the area of verbal memory from the LOGIC study. It first briefly summarizes the state of the art concerning the development of verbal memory when the study was started. Next, it describes the instruments used to measure different aspects of verbal memory such as short-term memory capacity, strategic memory, and memory for text used during the different stages of the study. Finally, it presents longitudinal findings that describe the developmental course within each of the various components of verbal memory and that explore interrelationships among these components from early childhood to young adulthood. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2009","2022-06-02 17:30:30","2022-06-02 17:30:30","","63-90","","","","","","","","","","","Psychology Press","New York, NY, US","","","","","","APA PsycNet","","","","C:\Users\uyenn\Zotero\storage\42EGPA9D\2008-10321-004.html","","","Adolescent Development; Childhood Development; Cognitive Development; Verbal Memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXP4FGHS","journalArticle","2010","Townsend, Elise L.; Richmond, Jenny L.; Vogel-Farley, Vanessa K.; Thomas, Kathleen","Medial temporal lobe memory in childhood: developmental transitions","Developmental Science","","1467-7687","10.1111/j.1467-7687.2009.00935.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-7687.2009.00935.x","The medial temporal lobes (MTL) support declarative memory and mature structurally and functionally during the postnatal years in humans. Although recent work has addressed the development of declarative memory in early childhood, less is known about continued development beyond this period of time. The purpose of this investigation was to explore MTL-dependent memory across middle childhood. Children (6 –10 years old) and adults completed two computerized tasks, place learning (PL) and transitive inference (TI), that each examined relational memory, as well as the flexible use of relational learning. Findings suggest that the development of relational memory precedes the development of the ability to use relational knowledge flexibly in novel situations. Implications for the development of underlying brain areas and ideas for future neuroimaging investigations are discussed.","2010","2022-06-02 17:35:29","2022-06-02 17:35:29","2022-06-02 17:35:29","738-751","","5","13","","","Medial temporal lobe memory in childhood","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-7687.2009.00935.x","","C:\Users\uyenn\Zotero\storage\RHWI9B25\Townsend et al. - 2010 - Medial temporal lobe memory in childhood developm.pdf; C:\Users\uyenn\Zotero\storage\XXGSC65K\j.1467-7687.2009.00935.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FY7PKS84","journalArticle","1981","Perner, Josef; Steiner, Gerhard; Staehelin, Christine","Mental representation of length and weight series and transitive inferences in young children","Journal of Experimental Child Psychology","","0022-0965","10.1016/0022-0965(81)90011-4","https://www.sciencedirect.com/science/article/pii/0022096581900114","Forty-eight second graders (8 years of age) were trained on length or weight relationships between adjacent members of a five-term series of colored objects. Feedback was visual and of either minimal or strong salience. Differences in weight were assessed by either a balance scale or a spring scale. Results showed that more salient visual feedback reduced the learning effort for length but not for weight comparisons. After training children were tested on all possible object pairs. Children's comparisons of items by length were very accurate in contrast to their comparisons by weight. An explanation for these findings is suggested by the data from a group of 6-year-olds who were trained on two independent pairs of a four-term series. Test results showed that subjects spontaneously encoded absolute lengths but tended to ignore information about the absolute weight of objects. It is suggested that high test accuracy depends on stimulus material for which the absolute values of the relevant dimension are encoded. The implications for taking test performance as an indicator of “transitive reasoning” ability are discussed.","1981-04-01","2022-06-02 17:36:37","2022-06-02 17:36:37","2022-06-02 17:36:37","177-192","","2","31","","Journal of Experimental Child Psychology","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\uyenn\Zotero\storage\SPVWTCXM\0022096581900114.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T664NPH2","journalArticle","1989","Greenbaum, Julia L.; Graf, Peter","Preschool period development of implicit and explicit remembering","Bulletin of the Psychonomic Society","","0090-5054","10.3758/BF03334643","https://doi.org/10.3758/BF03334643","A 3-year-old child may spontaneously recall and talk about a recent event, such as the visit of a friend, even though unable to remember the same event when asked specific questions. This phenomenon illustrates the difference between implicit and explicit remembering. In the present study, we presented 3-, 4-, and 5-year-olds with pictures of common objects; then we assessed implicit remembering with a word-production test, and explicit remembering with a recall test. Performance on the latter test showed the expected increase across age groups. In contrast, word-production performance showed comparable memory benefits across age groups. This pattern of findings mirrors age changes in memory performance that occur in late adulthood and in patients with anterograde memory deficits.","1989-05-01","2022-06-02 17:41:35","2022-06-02 17:41:35","2022-06-02 17:41:35","417-420","","5","27","","Bull. Psychon. Soc.","","","","","","","","en","","","","","Springer Link","","","","C:\Users\uyenn\Zotero\storage\PUBKWULS\Greenbaum and Graf - 1989 - Preschool period development of implicit and expli.pdf","","","Amnesic Patient; Daycare Center; Recall Performance; Recall Test; Word Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWY6E8EV","journalArticle","2001","Thomas, Kathleen M.; Nelson, Charles A.","Serial Reaction Time Learning in Preschool- and School-Age Children","Journal of Experimental Child Psychology","","0022-0965","10.1006/jecp.2000.2613","https://www.sciencedirect.com/science/article/pii/S0022096500926134","Visuomotor sequence learning was assessed in 4- to 10-year-old children using a serial reaction time (SRT) task with both random and sequenced trials. One-half of the children received exposure to the sequence prior to performing the reaction time (RT) task. In Experiment 1, 7- and 10-year-old children demonstrated sequence-specific decreases in RT. As in the adult SRT literature, participants with explicit awareness of the sequence at the end of the session showed larger sequence-specific reaction time decrements than those without explicit awareness. Contrary to expectation, preexposure to the sequence did not reliably predict the level of awareness attained. Results from Experiment 2 indicate that 4-year-olds also demonstrate significant sequence learning on a variant of the SRT task. This article provides preliminary data regarding developmental changes in sequential learning and the development and use of implicit and explicit knowledge. Age-related differences emerged primarily in explicit rather than implicit knowledge.","2001-08-01","2022-06-02 17:44:11","2022-06-02 17:44:11","2022-06-02 17:44:11","364-387","","4","79","","Journal of Experimental Child Psychology","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\uyenn\Zotero\storage\4WKSR7V8\S0022096500926134.html","","","children's learning; explicit; implicit; motor skill learning.; serial reaction time; SRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UYE747U","journalArticle","2011","Arciuli, Joanne; Simpson, Ian C.","Statistical learning in typically developing children: the role of age and speed of stimulus presentation","Developmental Science","","1467-7687","10.1111/j.1467-7687.2009.00937.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-7687.2009.00937.x","It is possible that statistical learning (SL) plays a role in almost every mental activity. Indeed, research on SL has grown rapidly over recent decades in an effort to better understand perception and cognition. Yet, there remain gaps in our understanding of how SL operates, in particular with regard to its (im)mutability. Here, we investigated whether participant-related variables (such as age) and task-related variables (such as speed of stimulus presentation) affect visual statistical learning (VSL) in typically developing children. We tested 183 participants ranging in age from 5 to 12 years and compared three speeds of presentation (using stimulus durations of 800, 400 and 200 msecs). A multiple regression analysis revealed significant effects of both age and speed of presentation – after attention during familiarization and gender had been taken into consideration. VSL followed a developmental trajectory whereby learning increased with age. The amount of learning increased with longer presentation times (as shown by Turk-Browne, Jungé & Scholl, 2005, in their study of adults). There was no significant interaction between the two variables. These findings assist in elucidating the nature of statistical learning itself. While statistical learning can be observed in very young children and at remarkably fast presentation times, participant- and task-related variables do impact upon this type of learning. The findings reported here may serve to enhance our understanding of individual differences in the cognitive and perceptual processes that are thought to rely, at least in part, on SL (e.g. language processing and object recognition).","2011","2022-06-02 17:46:25","2022-06-02 17:46:25","2022-06-02 17:46:25","464-473","","3","14","","","Statistical learning in typically developing children","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-7687.2009.00937.x","","C:\Users\uyenn\Zotero\storage\85HMPIG2\Arciuli and Simpson - 2011 - Statistical learning in typically developing child.pdf; C:\Users\uyenn\Zotero\storage\JJLRLJMK\j.1467-7687.2009.00937.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXBZFNAZ","journalArticle","2018","Shufaniya, Amir; Arnon, Inbal","Statistical Learning Is Not Age-Invariant During Childhood: Performance Improves With Age Across Modality","Cognitive Science","","1551-6709","10.1111/cogs.12692","https://onlinelibrary.wiley.com/doi/abs/10.1111/cogs.12692","Humans are capable of extracting recurring patterns from their environment via statistical learning (SL), an ability thought to play an important role in language learning and learning more generally. While much work has examined statistical learning in infants and adults, less work has looked at the developmental trajectory of SL during childhood to see whether it is fully developed in infancy or improves with age, like many other cognitive abilities. A recent study showed modality-based differences in the effect of age during childhood: While visual SL improved with age, auditory SL did not. This finding was taken as evidence for modality-based differences in SL. However, since that study used auditory linguistic stimuli (syllables), the differential effect of age may have been driven by stimulus type (linguistic vs. non-linguistic) rather than modality. Here, we ask whether age will affect performance similarly in the two modalities when non-linguistic auditory stimuli are used (familiar sounds instead of syllables). We conduct a large-scale study of children's performance on visual and non-linguistic auditory SL during childhood (ages 5–12 years). The results show a similar effect of age in both modalities: Unlike previous findings, both visual and non-linguistic auditory SL improved with age. These findings highlight the stimuli-sensitive nature of SL and suggest that modality-based differences may be stimuli-dependent, and that age-invariance may be limited to linguistic stimuli.","2018","2022-06-02 17:47:30","2022-06-02 17:47:30","2022-06-02 17:47:30","3100-3115","","8","42","","","Statistical Learning Is Not Age-Invariant During Childhood","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/cogs.12692","","C:\Users\uyenn\Zotero\storage\VK9DYSYW\Shufaniya and Arnon - 2018 - Statistical Learning Is Not Age-Invariant During C.pdf; C:\Users\uyenn\Zotero\storage\W7WDL93I\cogs.html","","","Children; Age-invariance; Auditory; Developmental trajectory; Language learning; Statistical learning; Visual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
