Contrast,Similarity
1 vs. 5,0.473680241
1 vs. 5,0.445248869
1 vs. 5,0.420060332
1 vs. 5,0.516214178
1 vs. 5,0.506410256
1 vs. 5,0.549773756
1 vs. 5,0.500125691
1 vs. 5,0.431749623
1 vs. 5,0.528711485
1 vs. 5,0.512955182
1 vs. 5,0.512955182
1 vs. 5,0.54638009
1 vs. 5,0.532880845
1 vs. 5,0.383484163
1 vs. 5,0.446153846
1 vs. 5,0.676923077
1 vs. 5,0.550904977
1 vs. 5,0.629839115
1 vs. 5,0.71978022
1 vs. 5,0.565934066
1 vs. 5,0.604395604
1 vs. 5,0.611651584
1 vs. 5,0.522624434
1 vs. 5,0.487330317
1 vs. 5,0.457013575
1 vs. 5,0.495475113
1 vs. 5,0.632956259
1 vs. 5,0.609954751
1 vs. 5,0.715183509
1 vs. 5,0.646735617
1 vs. 5,0.602456367
1 vs. 5,0.521008403
1 vs. 5,0.521008403
1 vs. 5,0.740196078
1 vs. 5,0.660393528
1 vs. 5,0.206636501
1 vs. 5,0.554675716
1 vs. 5,0.400829563
1 vs. 5,0.493665158
1 vs. 5,0.338235294
1 vs. 5,0.476621418
1 vs. 5,0.553544495
1 vs. 5,0.361236802
1 vs. 5,0.307616893
1 vs. 5,0.411236802
1 vs. 5,0.376470588
1 vs. 5,0.313348416
1 vs. 5,0.236425339
1 vs. 5,0.366515837
1 vs. 5,0.519381599
1 vs. 5,0.482730015
1 vs. 5,0.48195432
1 vs. 5,0.480580694
1 vs. 5,0.43942577
1 vs. 5,0.43942577
1 vs. 5,0.395550528
1 vs. 5,0.41603821
1 vs. 5,0.32239819
1 vs. 5,0.557692308
1 vs. 5,0.365384615
1 vs. 5,0.610859729
1 vs. 5,0.455882353
1 vs. 5,0.403544495
1 vs. 5,0.480467572
1 vs. 5,0.288159879
1 vs. 5,0.41354234
1 vs. 5,0.447586727
1 vs. 5,0.454956808
1 vs. 5,0.389140271
1 vs. 5,0.273755656
1 vs. 5,0.407993967
1 vs. 5,0.595399698
1 vs. 5,0.409426848
1 vs. 5,0.406108597
1 vs. 5,0.406485671
1 vs. 5,0.370798319
1 vs. 5,0.370798319
1 vs. 5,0.432503771
1 vs. 5,0.458019105
1 vs. 5,0.446153846
1 vs. 5,0.590982547
1 vs. 5,0.51405947
1 vs. 5,0.710960282
1 vs. 5,0.635620915
1 vs. 5,0.590723982
1 vs. 5,0.590723982
1 vs. 5,0.475339367
1 vs. 5,0.597285068
1 vs. 5,0.550581771
1 vs. 5,0.610859729
1 vs. 5,0.551470588
1 vs. 5,0.436085973
1 vs. 5,0.591180062
1 vs. 5,0.663380737
1 vs. 5,0.593891403
1 vs. 5,0.550339367
1 vs. 5,0.555429864
1 vs. 5,0.473739496
1 vs. 5,0.473739496
1 vs. 5,0.671393557
1 vs. 5,0.63222725
1 vs. 5,0.446153846
1 vs. 5,0.51405947
1 vs. 5,0.590982547
1 vs. 5,0.634037205
1 vs. 5,0.712543992
1 vs. 5,0.667647059
1 vs. 5,0.513800905
1 vs. 5,0.552262443
1 vs. 5,0.674208145
1 vs. 5,0.550581771
1 vs. 5,0.610859729
1 vs. 5,0.551470588
1 vs. 5,0.436085973
1 vs. 5,0.668103139
1 vs. 5,0.58645766
1 vs. 5,0.67081448
1 vs. 5,0.550339367
1 vs. 5,0.632352941
1 vs. 5,0.473739496
1 vs. 5,0.473739496
1 vs. 5,0.754726891
1 vs. 5,0.709150327
1 vs. 5,0.360482655
1 vs. 5,0.608597285
1 vs. 5,0.377828054
1 vs. 5,0.642458522
1 vs. 5,0.489711269
1 vs. 5,0.374434389
1 vs. 5,0.451357466
1 vs. 5,0.259049774
1 vs. 5,0.425678733
1 vs. 5,0.414027149
1 vs. 5,0.452941176
1 vs. 5,0.38800905
1 vs. 5,0.234162896
1 vs. 5,0.369155354
1 vs. 5,0.6
1 vs. 5,0.378582202
1 vs. 5,0.410795087
1 vs. 5,0.378582202
1 vs. 5,0.346638655
1 vs. 5,0.346638655
1 vs. 5,0.397435897
1 vs. 5,0.411136249
1 vs. 5,0.362745098
1 vs. 5,0.33496732
1 vs. 5,0.390522876
1 vs. 5,0.395163399
1 vs. 5,0.463118581
1 vs. 5,0.468767507
1 vs. 5,0.379878618
1 vs. 5,0.435434174
1 vs. 5,0.437908497
1 vs. 5,0.40620915
1 vs. 5,0.415686275
1 vs. 5,0.398039216
1 vs. 5,0.381372549
1 vs. 5,0.464052288
1 vs. 5,0.404901961
1 vs. 5,0.46328976
1 vs. 5,0.370915033
1 vs. 5,0.458169935
1 vs. 5,0.487581699
1 vs. 5,0.487581699
1 vs. 5,0.540966387
1 vs. 5,0.489542484
1 vs. 5,0.32760181
1 vs. 5,0.52658371
1 vs. 5,0.411199095
1 vs. 5,0.5673454
1 vs. 5,0.488612368
1 vs. 5,0.488482106
1 vs. 5,0.488482106
1 vs. 5,0.373097491
1 vs. 5,0.498303167
1 vs. 5,0.533936652
1 vs. 5,0.496709173
1 vs. 5,0.471719457
1 vs. 5,0.356334842
1 vs. 5,0.517911011
1 vs. 5,0.605769231
1 vs. 5,0.493966817
1 vs. 5,0.453996983
1 vs. 5,0.528506787
1 vs. 5,0.412815126
1 vs. 5,0.412815126
1 vs. 5,0.560762767
1 vs. 5,0.565987934
1 vs. 5,0.342760181
1 vs. 5,0.269984917
1 vs. 5,0.385369532
1 vs. 5,0.502433841
1 vs. 5,0.50433635
1 vs. 5,0.432557638
1 vs. 5,0.317173023
1 vs. 5,0.509480715
1 vs. 5,0.545701357
1 vs. 5,0.462745098
1 vs. 5,0.36569313
1 vs. 5,0.346153846
1 vs. 5,0.448717949
1 vs. 5,0.546757164
1 vs. 5,0.551659125
1 vs. 5,0.42745098
1 vs. 5,0.358866624
1 vs. 5,0.543417367
1 vs. 5,0.419467787
1 vs. 5,0.419467787
1 vs. 5,0.586726998
1 vs. 5,0.573227753
1 vs. 5,0.332167832
1 vs. 5,0.719205631
1 vs. 5,0.526897939
1 vs. 5,0.605806938
1 vs. 5,0.451106083
1 vs. 5,0.60520362
1 vs. 5,0.682126697
1 vs. 5,0.489819005
1 vs. 5,0.410143288
1 vs. 5,0.496606335
1 vs. 5,0.498642534
1 vs. 5,0.437908497
1 vs. 5,0.322523881
1 vs. 5,0.442684766
1 vs. 5,0.608597285
1 vs. 5,0.610859729
1 vs. 5,0.533936652
1 vs. 5,0.607692308
1 vs. 5,0.558356676
1 vs. 5,0.558356676
1 vs. 5,0.487556561
1 vs. 5,0.487830797
1 vs. 5,0.335595777
1 vs. 5,0.71719457
1 vs. 5,0.524886878
1 vs. 5,0.602187029
1 vs. 5,0.447371256
1 vs. 5,0.60520362
1 vs. 5,0.682126697
1 vs. 5,0.489819005
1 vs. 5,0.409238311
1 vs. 5,0.494570136
1 vs. 5,0.495927602
1 vs. 5,0.442307692
1 vs. 5,0.326923077
1 vs. 5,0.439291101
1 vs. 5,0.608597285
1 vs. 5,0.608345902
1 vs. 5,0.533182504
1 vs. 5,0.606334842
1 vs. 5,0.557983193
1 vs. 5,0.557983193
1 vs. 5,0.489441931
1 vs. 5,0.484037205
1 vs. 5,0.450980392
1 vs. 5,0.653092006
1 vs. 5,0.422322775
1 vs. 5,0.698340875
1 vs. 5,0.543525102
1 vs. 5,0.502639517
1 vs. 5,0.579562594
1 vs. 5,0.387254902
1 vs. 5,0.517081448
1 vs. 5,0.545852187
1 vs. 5,0.611312217
1 vs. 5,0.557692308
1 vs. 5,0.403846154
1 vs. 5,0.496983409
1 vs. 5,0.659879336
1 vs. 5,0.5057818
1 vs. 5,0.46907994
1 vs. 5,0.503770739
1 vs. 5,0.462745098
1 vs. 5,0.462745098
1 vs. 5,0.540723982
1 vs. 5,0.541729512
1 vs. 5,0.450980392
1 vs. 5,0.563348416
1 vs. 5,0.563348416
1 vs. 5,0.756033183
1 vs. 5,0.678140487
1 vs. 5,0.643665158
1 vs. 5,0.566742081
1 vs. 5,0.528280543
1 vs. 5,0.614366516
1 vs. 5,0.571493213
1 vs. 5,0.611312217
1 vs. 5,0.596153846
1 vs. 5,0.480769231
1 vs. 5,0.631598793
1 vs. 5,0.7239819
1 vs. 5,0.646807441
1 vs. 5,0.610105581
1 vs. 5,0.606334842
1 vs. 5,0.486554622
1 vs. 5,0.486554622
1 vs. 5,0.681749623
1 vs. 5,0.676344897
1 vs. 5,0.450980392
1 vs. 5,0.601809955
1 vs. 5,0.505656109
1 vs. 5,0.717571644
1 vs. 5,0.620448179
1 vs. 5,0.585972851
1 vs. 5,0.566742081
1 vs. 5,0.470588235
1 vs. 5,0.556674208
1 vs. 5,0.571493213
1 vs. 5,0.611312217
1 vs. 5,0.557692308
1 vs. 5,0.429487179
1 vs. 5,0.573906486
1 vs. 5,0.685520362
1 vs. 5,0.589115133
1 vs. 5,0.533182504
1 vs. 5,0.57428356
1 vs. 5,0.54012605
1 vs. 5,0.54012605
1 vs. 5,0.624057315
1 vs. 5,0.618652589
1 vs. 5,0.450980392
1 vs. 5,0.569758673
1 vs. 5,0.512066365
1 vs. 5,0.685520362
1 vs. 5,0.626858436
1 vs. 5,0.592383107
1 vs. 5,0.547511312
1 vs. 5,0.476998492
1 vs. 5,0.563084465
1 vs. 5,0.571493213
1 vs. 5,0.611312217
1 vs. 5,0.557692308
1 vs. 5,0.423076923
1 vs. 5,0.580316742
1 vs. 5,0.65346908
1 vs. 5,0.59552539
1 vs. 5,0.520361991
1 vs. 5,0.587104072
1 vs. 5,0.516316527
1 vs. 5,0.516316527
1 vs. 5,0.630467572
1 vs. 5,0.625062846
1 vs. 5,0.450980392
1 vs. 5,0.544117647
1 vs. 5,0.524886878
1 vs. 5,0.698340875
1 vs. 5,0.639678949
1 vs. 5,0.60520362
1 vs. 5,0.547511312
1 vs. 5,0.489819005
1 vs. 5,0.575904977
1 vs. 5,0.571493213
1 vs. 5,0.611312217
1 vs. 5,0.596153846
1 vs. 5,0.480769231
1 vs. 5,0.593137255
1 vs. 5,0.666289593
1 vs. 5,0.608345902
1 vs. 5,0.533182504
1 vs. 5,0.593514329
1 vs. 5,0.492507003
1 vs. 5,0.492507003
1 vs. 5,0.643288084
1 vs. 5,0.637883358
1 vs. 5,0.251131222
1 vs. 5,0.63800905
1 vs. 5,0.445701357
1 vs. 5,0.524358974
1 vs. 5,0.369155354
1 vs. 5,0.523755656
1 vs. 5,0.600678733
1 vs. 5,0.408371041
1 vs. 5,0.328695324
1 vs. 5,0.418552036
1 vs. 5,0.416289593
1 vs. 5,0.358974359
1 vs. 5,0.243589744
1 vs. 5,0.360105581
1 vs. 5,0.529411765
1 vs. 5,0.528406234
1 vs. 5,0.453242836
1 vs. 5,0.526395173
1 vs. 5,0.481092437
1 vs. 5,0.481092437
1 vs. 5,0.409502262
1 vs. 5,0.407114128
1 vs. 5,0.28959276
1 vs. 5,0.670060332
1 vs. 5,0.516214178
1 vs. 5,0.569230769
1 vs. 5,0.414027149
1 vs. 5,0.594268477
1 vs. 5,0.671191554
1 vs. 5,0.478883861
1 vs. 5,0.385444947
1 vs. 5,0.489064857
1 vs. 5,0.454751131
1 vs. 5,0.397435897
1 vs. 5,0.320512821
1 vs. 5,0.443438914
1 vs. 5,0.599924585
1 vs. 5,0.598919055
1 vs. 5,0.523755656
1 vs. 5,0.596907994
1 vs. 5,0.546568627
1 vs. 5,0.546568627
1 vs. 5,0.480015083
1 vs. 5,0.490447461
1 vs. 5,0.533936652
1 vs. 5,0.510671192
1 vs. 5,0.356825038
1 vs. 5,0.547322775
1 vs. 5,0.472410759
1 vs. 5,0.436463047
1 vs. 5,0.513386124
1 vs. 5,0.398001508
1 vs. 5,0.434565108
1 vs. 5,0.47621741
1 vs. 5,0.531221719
1 vs. 5,0.489140271
1 vs. 5,0.412217195
1 vs. 5,0.433748115
1 vs. 5,0.520173454
1 vs. 5,0.434954751
1 vs. 5,0.40381922
1 vs. 5,0.436463047
1 vs. 5,0.437640056
1 vs. 5,0.437640056
1 vs. 5,0.519403595
1 vs. 5,0.466286165
1 vs. 5,0.34219457
1 vs. 5,0.303733032
1 vs. 5,0.378016591
1 vs. 5,0.456573655
1 vs. 5,0.346719457
1 vs. 5,0.346719457
1 vs. 5,0.346719457
1 vs. 5,0.47586727
1 vs. 5,0.45887201
1 vs. 5,0.336651584
1 vs. 5,0.262895928
1 vs. 5,0.224434389
1 vs. 5,0.420022624
1 vs. 5,0.352149321
1 vs. 5,0.343200101
1 vs. 5,0.235859729
1 vs. 5,0.306965094
1 vs. 5,0.247163866
1 vs. 5,0.247163866
1 vs. 5,0.387443439
1 vs. 5,0.450791855
1 vs. 5,0.446644042
1 vs. 5,0.523567119
1 vs. 5,0.719816948
1 vs. 5,0.721719457
1 vs. 5,0.529384831
1 vs. 5,0.375538677
1 vs. 5,0.452461754
1 vs. 5,0.661387632
1 vs. 5,0.449358974
1 vs. 5,0.486877828
1 vs. 5,0.453996983
1 vs. 5,0.338612368
1 vs. 5,0.569570136
1 vs. 5,0.612933635
1 vs. 5,0.52557818
1 vs. 5,0.495448179
1 vs. 5,0.48887632
1 vs. 5,0.341911765
1 vs. 5,0.341911765
1 vs. 5,0.611802413
1 vs. 5,0.598303167
1 vs. 5,0.404977376
1 vs. 5,0.481900452
1 vs. 5,0.601227204
1 vs. 5,0.603129713
1 vs. 5,0.487718164
1 vs. 5,0.33387201
1 vs. 5,0.372333549
1 vs. 5,0.584087481
1 vs. 5,0.369230769
1 vs. 5,0.44841629
1 vs. 5,0.415535445
1 vs. 5,0.30015083
1 vs. 5,0.489441931
1 vs. 5,0.571266968
1 vs. 5,0.483911513
1 vs. 5,0.453781513
1 vs. 5,0.447209653
1 vs. 5,0.303221289
1 vs. 5,0.303221289
1 vs. 5,0.531674208
1 vs. 5,0.518174962
1 vs. 5,0.536199095
1 vs. 5,0.305429864
1 vs. 5,0.561840121
1 vs. 5,0.410331825
1 vs. 5,0.383968972
1 vs. 5,0.460892049
1 vs. 5,0.345507434
1 vs. 5,0.355392157
1 vs. 5,0.411199095
1 vs. 5,0.454298643
1 vs. 5,0.4062702
1 vs. 5,0.329347123
1 vs. 5,0.375942685
1 vs. 5,0.528657617
1 vs. 5,0.380090498
1 vs. 5,0.33904331
1 vs. 5,0.38332256
1 vs. 5,0.425770308
1 vs. 5,0.425770308
1 vs. 5,0.408748115
1 vs. 5,0.407239819
1 vs. 5,0.268752175
1 vs. 5,0.24311115
1 vs. 5,0.319193062
1 vs. 5,0.317253825
1 vs. 5,0.244457014
1 vs. 5,0.244457014
1 vs. 5,0.205995475
1 vs. 5,0.368832148
1 vs. 5,0.300948486
1 vs. 5,0.326146748
1 vs. 5,0.374405383
1 vs. 5,0.348764358
1 vs. 5,0.273770159
1 vs. 5,0.337346477
1 vs. 5,0.248076923
1 vs. 5,0.239027149
1 vs. 5,0.270644796
1 vs. 5,0.223483624
1 vs. 5,0.223483624
1 vs. 5,0.313207014
1 vs. 5,0.319193062
1 vs. 5,0.377726534
1 vs. 5,0.570034227
1 vs. 5,0.370475113
1 vs. 5,0.406997414
1 vs. 5,0.57138009
1 vs. 5,0.455995475
1 vs. 5,0.455995475
1 vs. 5,0.432934712
1 vs. 5,0.27530746
1 vs. 5,0.300505723
1 vs. 5,0.387225896
1 vs. 5,0.425687435
1 vs. 5,0.363513749
1 vs. 5,0.388628528
1 vs. 5,0.575
1 vs. 5,0.565950226
1 vs. 5,0.456542232
1 vs. 5,0.402055053
1 vs. 5,0.402055053
1 vs. 5,0.410429236
1 vs. 5,0.408936652
1 vs. 5,0.378582202
1 vs. 5,0.558069382
1 vs. 5,0.51561086
1 vs. 5,0.516968326
1 vs. 5,0.633484163
1 vs. 5,0.53092006
1 vs. 5,0.671945701
1 vs. 5,0.491138763
1 vs. 5,0.492458522
1 vs. 5,0.45520362
1 vs. 5,0.419306184
1 vs. 5,0.598793363
1 vs. 5,0.55015083
1 vs. 5,0.552036199
1 vs. 5,0.637506285
1 vs. 5,0.516591252
1 vs. 5,0.553813833
1 vs. 5,0.615196078
1 vs. 5,0.615196078
1 vs. 5,0.584464555
1 vs. 5,0.591126194
1 vs. 5,0.359125189
1 vs. 5,0.359125189
1 vs. 5,0.39479638
1 vs. 5,0.396089205
1 vs. 5,0.438536953
1 vs. 5,0.412895928
1 vs. 5,0.476998492
1 vs. 5,0.409690799
1 vs. 5,0.49638009
1 vs. 5,0.380090498
1 vs. 5,0.328959276
1 vs. 5,0.425113122
1 vs. 5,0.505656109
1 vs. 5,0.523378582
1 vs. 5,0.440673705
1 vs. 5,0.368778281
1 vs. 5,0.543525102
1 vs. 5,0.535014006
1 vs. 5,0.535014006
1 vs. 5,0.60375817
1 vs. 5,0.545351707
1 vs. 5,0.41040724
1 vs. 5,0.448868778
1 vs. 5,0.330693816
1 vs. 5,0.331986641
1 vs. 5,0.528280543
1 vs. 5,0.489819005
1 vs. 5,0.489819005
1 vs. 5,0.307126697
1 vs. 5,0.342533937
1 vs. 5,0.303167421
1 vs. 5,0.252036199
1 vs. 5,0.316138763
1 vs. 5,0.364630468
1 vs. 5,0.382352941
1 vs. 5,0.530417295
1 vs. 5,0.45852187
1 vs. 5,0.479422538
1 vs. 5,0.558823529
1 vs. 5,0.558823529
1 vs. 5,0.450980392
1 vs. 5,0.404326066
1 vs. 5,0.359125189
1 vs. 5,0.333484163
1 vs. 5,0.369155354
1 vs. 5,0.370448179
1 vs. 5,0.412895928
1 vs. 5,0.412895928
1 vs. 5,0.451357466
1 vs. 5,0.384049774
1 vs. 5,0.49638009
1 vs. 5,0.380090498
1 vs. 5,0.328959276
1 vs. 5,0.405882353
1 vs. 5,0.480015083
1 vs. 5,0.497737557
1 vs. 5,0.41503268
1 vs. 5,0.343137255
1 vs. 5,0.51147382
1 vs. 5,0.505252101
1 vs. 5,0.505252101
1 vs. 5,0.575980392
1 vs. 5,0.519710681
1 vs. 5,0.397586727
1 vs. 5,0.436048265
1 vs. 5,0.317873303
1 vs. 5,0.319166128
1 vs. 5,0.51546003
1 vs. 5,0.489819005
1 vs. 5,0.476998492
1 vs. 5,0.294306184
1 vs. 5,0.342533937
1 vs. 5,0.303167421
1 vs. 5,0.252036199
1 vs. 5,0.309728507
1 vs. 5,0.351809955
1 vs. 5,0.369532428
1 vs. 5,0.517596782
1 vs. 5,0.445701357
1 vs. 5,0.473012282
1 vs. 5,0.535014006
1 vs. 5,0.535014006
1 vs. 5,0.437091503
1 vs. 5,0.391505553
1 vs. 5,0.60361991
1 vs. 5,0.526696833
1 vs. 5,0.713046757
1 vs. 5,0.637820513
1 vs. 5,0.605769231
1 vs. 5,0.567307692
1 vs. 5,0.490384615
1 vs. 5,0.577111614
1 vs. 5,0.57239819
1 vs. 5,0.609502262
1 vs. 5,0.561538462
1 vs. 5,0.433333333
1 vs. 5,0.596304676
1 vs. 5,0.690045249
1 vs. 5,0.606334842
1 vs. 5,0.535444947
1 vs. 5,0.594268477
1 vs. 5,0.55952381
1 vs. 5,0.55952381
1 vs. 5,0.649321267
1 vs. 5,0.632051282
1 vs. 5,0.436953243
1 vs. 5,0.436953243
1 vs. 5,0.54638009
1 vs. 5,0.471153846
1 vs. 5,0.516025641
1 vs. 5,0.490384615
1 vs. 5,0.554487179
1 vs. 5,0.487368024
1 vs. 5,0.57239819
1 vs. 5,0.455656109
1 vs. 5,0.407692308
1 vs. 5,0.503846154
1 vs. 5,0.583484163
1 vs. 5,0.677224736
1 vs. 5,0.516591252
1 vs. 5,0.445701357
1 vs. 5,0.58785822
1 vs. 5,0.607142857
1 vs. 5,0.607142857
1 vs. 5,0.636500754
1 vs. 5,0.619230769
1 vs. 5,0.490096038
1 vs. 5,0.56152461
1 vs. 5,0.456232493
1 vs. 5,0.596988796
1 vs. 5,0.632970835
1 vs. 5,0.561542264
1 vs. 5,0.525827978
1 vs. 5,0.571203481
1 vs. 5,0.595184228
1 vs. 5,0.492909664
1 vs. 5,0.49939976
1 vs. 5,0.392256903
1 vs. 5,0.6255002
1 vs. 5,0.482593037
1 vs. 5,0.637867647
1 vs. 5,0.450280112
1 vs. 5,0.563585434
1 vs. 5,0.421008403
1 vs. 5,0.421008403
1 vs. 5,0.581932773
1 vs. 5,0.671326223
1 vs. 5,0.359728507
1 vs. 5,0.475113122
1 vs. 5,0.425510764
1 vs. 5,0.465874811
1 vs. 5,0.560762767
1 vs. 5,0.48383969
1 vs. 5,0.599224305
1 vs. 5,0.478016591
1 vs. 5,0.514027149
1 vs. 5,0.442616207
1 vs. 5,0.423076923
1 vs. 5,0.564102564
1 vs. 5,0.546757164
1 vs. 5,0.5260181
1 vs. 5,0.555656109
1 vs. 5,0.487071752
1 vs. 5,0.543417367
1 vs. 5,0.574229692
1 vs. 5,0.574229692
1 vs. 5,0.649509804
1 vs. 5,0.573227753
1 vs. 5,0.381900452
1 vs. 5,0.612669683
1 vs. 5,0.565165227
1 vs. 5,0.567119155
1 vs. 5,0.650452489
1 vs. 5,0.496606335
1 vs. 5,0.688914027
1 vs. 5,0.546493213
1 vs. 5,0.450980392
1 vs. 5,0.417647059
1 vs. 5,0.36199095
1 vs. 5,0.554298643
1 vs. 5,0.565987934
1 vs. 5,0.604826546
1 vs. 5,0.651332328
1 vs. 5,0.569570136
1 vs. 5,0.536953243
1 vs. 5,0.60210084
1 vs. 5,0.60210084
1 vs. 5,0.598190045
1 vs. 5,0.60173454
1 vs. 5,0.508124229
1 vs. 5,0.661970383
1 vs. 5,0.41584396
1 vs. 5,0.567221994
1 vs. 5,0.739010989
1 vs. 5,0.585164835
1 vs. 5,0.623626374
1 vs. 5,0.537690251
1 vs. 5,0.491402715
1 vs. 5,0.379394361
1 vs. 5,0.312422871
1 vs. 5,0.273961333
1 vs. 5,0.595811052
1 vs. 5,0.447552448
1 vs. 5,0.745475113
1 vs. 5,0.546757164
1 vs. 5,0.626319759
1 vs. 5,0.46762796
1 vs. 5,0.46762796
1 vs. 5,0.55520362
1 vs. 5,0.644967777
1 vs. 5,0.450431921
1 vs. 5,0.527354998
1 vs. 5,0.454305498
1 vs. 5,0.567221994
1 vs. 5,0.604395604
1 vs. 5,0.527472527
1 vs. 5,0.642857143
1 vs. 5,0.537690251
1 vs. 5,0.568325792
1 vs. 5,0.456317438
1 vs. 5,0.370115179
1 vs. 5,0.472679282
1 vs. 5,0.595811052
1 vs. 5,0.486013986
1 vs. 5,0.610859729
1 vs. 5,0.431372549
1 vs. 5,0.5173454
1 vs. 5,0.545008913
1 vs. 5,0.545008913
1 vs. 5,0.55520362
1 vs. 5,0.644967777
1 vs. 5,0.482483203
1 vs. 5,0.520944742
1 vs. 5,0.422254216
1 vs. 5,0.57363225
1 vs. 5,0.597985348
1 vs. 5,0.521062271
1 vs. 5,0.636446886
1 vs. 5,0.543157823
1 vs. 5,0.561915535
1 vs. 5,0.456317438
1 vs. 5,0.389345948
1 vs. 5,0.466269025
1 vs. 5,0.602221308
1 vs. 5,0.441142191
1 vs. 5,0.604449472
1 vs. 5,0.405731523
1 vs. 5,0.523755656
1 vs. 5,0.539056532
1 vs. 5,0.539056532
1 vs. 5,0.548793363
1 vs. 5,0.651378034
1 vs. 5,0.520944742
1 vs. 5,0.597867818
1 vs. 5,0.499177293
1 vs. 5,0.650555327
1 vs. 5,0.674908425
1 vs. 5,0.597985348
1 vs. 5,0.55952381
1 vs. 5,0.620080899
1 vs. 5,0.638838612
1 vs. 5,0.533240515
1 vs. 5,0.466269025
1 vs. 5,0.389345948
1 vs. 5,0.679144385
1 vs. 5,0.518065268
1 vs. 5,0.681372549
1 vs. 5,0.4826546
1 vs. 5,0.600678733
1 vs. 5,0.443818436
1 vs. 5,0.443818436
1 vs. 5,0.62571644
1 vs. 5,0.728301111
1 vs. 5,0.597867818
1 vs. 5,0.597867818
1 vs. 5,0.499177293
1 vs. 5,0.650555327
1 vs. 5,0.674908425
1 vs. 5,0.597985348
1 vs. 5,0.55952381
1 vs. 5,0.620080899
1 vs. 5,0.638838612
1 vs. 5,0.533240515
1 vs. 5,0.466269025
1 vs. 5,0.389345948
1 vs. 5,0.679144385
1 vs. 5,0.518065268
1 vs. 5,0.681372549
1 vs. 5,0.4826546
1 vs. 5,0.600678733
1 vs. 5,0.479532722
1 vs. 5,0.479532722
1 vs. 5,0.62571644
1 vs. 5,0.728301111
1 vs. 5,0.467436975
1 vs. 5,0.610294118
1 vs. 5,0.444467787
1 vs. 5,0.517682073
1 vs. 5,0.683823529
1 vs. 5,0.540966387
1 vs. 5,0.576680672
1 vs. 5,0.494222689
1 vs. 5,0.458403361
1 vs. 5,0.419747899
1 vs. 5,0.37745098
1 vs. 5,0.341736695
1 vs. 5,0.550770308
1 vs. 5,0.495798319
1 vs. 5,0.684290383
1 vs. 5,0.583683473
1 vs. 5,0.650210084
1 vs. 5,0.500980392
1 vs. 5,0.500980392
1 vs. 5,0.65158371
1 vs. 5,0.58251634
1 vs. 5,0.413865546
1 vs. 5,0.592436975
1 vs. 5,0.408753501
1 vs. 5,0.553396359
1 vs. 5,0.665966387
1 vs. 5,0.558823529
1 vs. 5,0.701680672
1 vs. 5,0.529936975
1 vs. 5,0.529831933
1 vs. 5,0.419747899
1 vs. 5,0.37745098
1 vs. 5,0.544117647
1 vs. 5,0.586484594
1 vs. 5,0.460084034
1 vs. 5,0.66643324
1 vs. 5,0.494397759
1 vs. 5,0.56092437
1 vs. 5,0.573202614
1 vs. 5,0.573202614
1 vs. 5,0.569327731
1 vs. 5,0.618230626
1 vs. 5,0.442226891
1 vs. 5,0.477941176
1 vs. 5,0.411484594
1 vs. 5,0.484293717
1 vs. 5,0.56177471
1 vs. 5,0.56177471
1 vs. 5,0.454631853
1 vs. 5,0.523634454
1 vs. 5,0.518557423
1 vs. 5,0.481092437
1 vs. 5,0.49789916
1 vs. 5,0.462184874
1 vs. 5,0.521008403
1 vs. 5,0.457633053
1 vs. 5,0.555905696
1 vs. 5,0.456932773
1 vs. 5,0.449229692
1 vs. 5,0.480742297
1 vs. 5,0.480742297
1 vs. 5,0.493347339
1 vs. 5,0.548319328
1 vs. 5,0.504901961
1 vs. 5,0.408748115
1 vs. 5,0.591628959
1 vs. 5,0.533936652
1 vs. 5,0.482843137
1 vs. 5,0.463612368
1 vs. 5,0.521304676
1 vs. 5,0.468702866
1 vs. 5,0.482730015
1 vs. 5,0.529411765
1 vs. 5,0.463800905
1 vs. 5,0.463800905
1 vs. 5,0.489819005
1 vs. 5,0.534992459
1 vs. 5,0.487053796
1 vs. 5,0.403738418
1 vs. 5,0.486802413
1 vs. 5,0.55987395
1 vs. 5,0.55987395
1 vs. 5,0.504901961
1 vs. 5,0.533433886
1 vs. 5,0.496606335
1 vs. 5,0.573529412
1 vs. 5,0.326168929
1 vs. 5,0.482277526
1 vs. 5,0.649967679
1 vs. 5,0.573044602
1 vs. 5,0.534583064
1 vs. 5,0.468891403
1 vs. 5,0.481900452
1 vs. 5,0.371945701
1 vs. 5,0.323529412
1 vs. 5,0.246606335
1 vs. 5,0.529788839
1 vs. 5,0.371040724
1 vs. 5,0.644293615
1 vs. 5,0.450549451
1 vs. 5,0.57239819
1 vs. 5,0.428571429
1 vs. 5,0.428571429
1 vs. 5,0.477375566
1 vs. 5,0.556485671
1 vs. 5,0.686651584
1 vs. 5,0.455882353
1 vs. 5,0.720739065
1 vs. 5,0.567280758
1 vs. 5,0.532239819
1 vs. 5,0.609162896
1 vs. 5,0.416855204
1 vs. 5,0.505316742
1 vs. 5,0.566365008
1 vs. 5,0.609049774
1 vs. 5,0.547963801
1 vs. 5,0.394117647
1 vs. 5,0.52413273
1 vs. 5,0.677828054
1 vs. 5,0.534942182
1 vs. 5,0.489657401
1 vs. 5,0.534690799
1 vs. 5,0.492436975
1 vs. 5,0.492436975
1 vs. 5,0.555429864
1 vs. 5,0.565485168
1 vs. 5,0.648190045
